date,trade_count,turnover,commission,trading_pnl,holding_pnl,total_pnl,net_pnl,balance,return,highlevel,drawdown,ddpercent
2025-05-06,0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0
2025-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0
2025-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0
2025-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0
2025-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0
2025-05-13,4,97410.0,97.41,-615.9999999999947,0.0,-615.9999999999947,-713.4099999999945,99286.59000000001,-0.00713409999999989,100000.0,-713.4099999999889,-0.7134099999999921
2025-05-14,0,0.0,0.0,0.0,394.99999999999807,394.99999999999807,394.99999999999807,99681.59,0.003978382176283679,100000.0,-318.4100000000035,-0.3184100000000023
2025-05-15,0,0.0,0.0,0.0,-1669.9999999999948,-1669.9999999999948,-1669.9999999999948,98011.59000000001,-0.016753344323660824,100000.0,-1988.409999999989,-1.988409999999985
2025-05-16,3,68820.0,137.64,-1814.9999999999964,2308.9999999999973,494.0000000000011,356.3600000000011,98367.95000000001,0.003635896530196077,100000.0,-1632.0499999999884,-1.632049999999985
2025-05-19,0,0.0,0.0,0.0,-543.9999999999998,-543.9999999999998,-543.9999999999998,97823.95000000001,-0.005530256552057859,100000.0,-2176.0499999999884,-2.176049999999985
2025-05-20,4,95260.0,122.436,250.0,350.9999999999991,600.9999999999991,478.5639999999991,98302.51400000001,0.004892094420640328,100000.0,-1697.4859999999899,-1.6974859999999925
2025-05-21,0,0.0,0.0,0.0,346.9999999999942,346.9999999999942,346.9999999999942,98649.51400000001,0.0035299198960466053,100000.0,-1350.4859999999899,-1.3504859999999952
2025-05-22,0,0.0,0.0,0.0,-459.9999999999966,-459.9999999999966,-459.9999999999966,98189.51400000001,-0.004662972794777276,100000.0,-1810.4859999999899,-1.810485999999989
2025-05-23,0,0.0,0.0,0.0,-1047.999999999999,-1047.999999999999,-1047.999999999999,97141.51400000001,-0.010673237470143706,100000.0,-2858.48599999999,-2.8584859999999934
2025-05-26,0,0.0,0.0,0.0,435.9999999999985,435.9999999999985,435.9999999999985,97577.51400000001,0.004488297351428967,100000.0,-2422.48599999999,-2.4224859999999904
2025-05-27,3,50704.0,72.48,62.9999999999967,-1901.9999999999995,-1839.0000000000032,-1911.480000000003,95666.034,-0.019589349242900473,100000.0,-4333.966,-4.333966
2025-05-28,2,44693.0,89.386,-1140.9999999999995,372.0000000000041,-768.9999999999955,-858.3859999999954,94807.64800000002,-0.008972735297043713,100000.0,-5192.351999999984,-5.192351999999989
2025-05-29,1,13876.0,27.752,-124.00000000000091,197.99999999999898,73.99999999999807,46.24799999999807,94853.89600000001,0.00048780874724360115,100000.0,-5146.103999999992,-5.146103999999996
2025-05-30,0,0.0,0.0,0.0,93.99999999999977,93.99999999999977,93.99999999999977,94947.89600000001,0.0009909977762009902,100000.0,-5052.103999999992,-5.052103999999991
2025-06-03,0,0.0,0.0,0.0,-140.99999999999966,-140.99999999999966,-140.99999999999966,94806.89600000001,-0.0014850250078211316,100000.0,-5193.103999999992,-5.193103999999993
2025-06-04,1,13441.0,26.882,68.99999999999977,-62.999999999999545,6.000000000000227,-20.881999999999774,94786.01400000001,-0.00022025823944281213,100000.0,-5213.98599999999,-5.213985999999993
2025-06-05,0,0.0,0.0,0.0,0.0,0.0,0.0,94786.01400000001,0.0,100000.0,-5213.98599999999,-5.213985999999993
2025-06-06,0,0.0,0.0,0.0,0.0,0.0,0.0,94786.01400000001,0.0,100000.0,-5213.98599999999,-5.213985999999993
2025-06-09,0,0.0,0.0,0.0,0.0,0.0,0.0,94786.01400000001,0.0,100000.0,-5213.98599999999,-5.213985999999993
2025-06-10,4,67114.0,67.114,534.0000000000018,0.0,534.0000000000018,466.8860000000018,95252.90000000001,0.004925684500247036,100000.0,-4747.099999999991,-4.7470999999999925
2025-06-11,0,0.0,0.0,0.0,-730.000000000004,-730.000000000004,-730.000000000004,94522.90000000001,-0.007663808660943656,100000.0,-5477.099999999991,-5.47709999999999
2025-06-12,0,0.0,0.0,0.0,3740.000000000001,3740.000000000001,3740.000000000001,98262.90000000001,0.03956713135123869,100000.0,-1737.0999999999913,-1.7370999999999914
2025-06-13,0,0.0,0.0,0.0,-1543.9999999999998,-1543.9999999999998,-1543.9999999999998,96718.90000000001,-0.015712949648341336,100000.0,-3281.0999999999913,-3.2810999999999924
2025-06-16,0,0.0,0.0,0.0,356.99999999999784,356.99999999999784,356.99999999999784,97075.90000000001,0.0036911089766322814,100000.0,-2924.0999999999913,-2.924099999999996
2025-06-17,5,91449.0,161.51600000000002,1914.0000000000016,-1275.9999999999964,638.0000000000051,476.48400000000515,97552.384,0.004908365516054929,100000.0,-2447.6159999999945,-2.447615999999997
2025-06-18,0,0.0,0.0,0.0,1019.9999999999989,1019.9999999999989,1019.9999999999989,98572.384,0.010455920790208469,100000.0,-1427.6159999999945,-1.4276159999999982
2025-06-19,0,0.0,0.0,0.0,156.00000000000023,156.00000000000023,156.00000000000023,98728.384,0.0015825933559646887,100000.0,-1271.6159999999945,-1.2716159999999976
2025-06-20,0,0.0,0.0,0.0,-597.999999999999,-597.999999999999,-597.999999999999,98130.384,-0.006057022061659593,100000.0,-1869.6159999999945,-1.8696159999999962
2025-06-23,1,21958.0,43.916000000000004,502.000000000001,-546.0000000000008,-43.99999999999977,-87.91599999999977,98042.46800000001,-0.000895910078166997,100000.0,-1957.531999999992,-1.9575319999999952
2025-06-24,5,90402.0,90.40200000000002,-288.9999999999986,0.0,-288.9999999999986,-379.40199999999857,97663.066,-0.0038697720257307457,100000.0,-2336.933999999994,-2.3369339999999905
2025-06-25,0,0.0,0.0,0.0,2453.9999999999973,2453.9999999999973,2453.9999999999973,100117.066,0.025127206225534635,100117.066,0.0,0.0
2025-06-26,0,0.0,0.0,0.0,2589.0000000000027,2589.0000000000027,2589.0000000000027,102706.066,0.025859727051929387,102706.066,0.0,0.0
2025-06-27,0,0.0,0.0,0.0,3104.999999999998,3104.999999999998,3104.999999999998,105811.066,0.03023190470560911,105811.066,0.0,0.0
2025-06-30,0,0.0,0.0,0.0,2738.9999999999995,2738.9999999999995,2738.9999999999995,108550.066,0.02588576132481266,108550.066,0.0,0.0
2025-07-01,4,80713.0,161.426,-452.000000000001,-580.9999999999975,-1032.9999999999984,-1194.4259999999986,107355.64000000001,-0.011003457151283464,108550.066,-1194.4259999999922,-1.100345715128348
2025-07-02,1,19254.000000000004,38.50800000000001,288.0000000000024,-288.0000000000024,0.0,-38.50800000000001,107317.13200000001,-0.00035869564002414427,108550.066,-1232.9339999999938,-1.1358205899202223
2025-07-03,0,0.0,0.0,0.0,0.0,0.0,0.0,107317.13200000001,0.0,108550.066,-1232.9339999999938,-1.1358205899202223
2025-07-04,0,0.0,0.0,0.0,0.0,0.0,0.0,107317.13200000001,0.0,108550.066,-1232.9339999999938,-1.1358205899202223
2025-07-07,0,0.0,0.0,0.0,0.0,0.0,0.0,107317.13200000001,0.0,108550.066,-1232.9339999999938,-1.1358205899202223
2025-07-08,5,108356.0,108.356,9279.99999999999,0.0,9279.99999999999,9171.643999999991,116488.776,0.08546299951437376,116488.776,0.0,0.0
2025-07-09,0,0.0,0.0,0.0,-170.99999999999227,-170.99999999999227,-170.99999999999227,116317.77600000001,-0.001467952586264495,116488.776,-170.99999999998545,-0.14679525862645315
2025-07-10,1,19360.0,38.72,459.99999999999943,644.0000000000025,1104.000000000002,1065.2800000000018,117383.05600000001,0.009158359423928453,117383.05600000001,0.0,0.0
2025-07-11,0,0.0,0.0,0.0,-1722.0000000000055,-1722.0000000000055,-1722.0000000000055,115661.05600000001,-0.014669919651776657,117383.05600000001,-1722.0,-1.4669919651776664
2025-07-14,3,68682.0,137.364,307.00000000000074,786.000000000002,1093.000000000003,955.6360000000028,116616.69200000001,0.008262383494060424,117383.05600000001,-766.3640000000014,-0.6528744659706209
