date,trade_count,turnover,commission,trading_pnl,holding_pnl,total_pnl,net_pnl,balance,return,highlevel,drawdown,ddpercent
2024-05-06,0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0
2024-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0
2024-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0
2024-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0
2024-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0
2024-05-13,0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0
2024-05-14,10,9468179.0,9468.179,83614.99999999975,0.0,83614.99999999975,74146.82099999975,10074146.821,0.007414682100000046,10074146.821,0.0,0.0
2024-05-15,0,0.0,0.0,0.0,-97692.99999999974,-97692.99999999974,-97692.99999999974,9976453.821,-0.009697396884900929,10074146.821,-97693.0,-0.96973968849009
2024-05-16,0,0.0,0.0,0.0,3768.9999999997235,3768.9999999997235,3768.9999999997235,9980222.821,0.0003777895500369499,10074146.821,-93924.0,-0.9323270910069681
2024-05-17,2,2216179.0,4432.358,-23021.000000000073,79677.00000000044,56656.000000000364,52223.64200000036,10032446.463,0.005232713030225346,10074146.821,-41700.35800000094,-0.41393438810197747
2024-05-20,2,1612648.0,3225.2960000000003,-44995.999999999905,175841.99999999968,130845.9999999998,127620.7039999998,10160067.167,0.012720795916596153,10160067.167,0.0,0.0
2024-05-21,0,0.0,0.0,0.0,-96009.99999999983,-96009.99999999983,-96009.99999999983,10064057.167,-0.009449740678077547,10160067.167,-96010.0,-0.9449740678077578
2024-05-22,2,1953454.0,3906.9080000000004,-21940.000000000004,-28950.00000000012,-50890.000000000124,-54796.90800000013,10009260.259,-0.005444812871262163,10160067.167,-150806.90799999982,-1.484310147966561
2024-05-23,1,934918.0,1869.836,26397.999999999985,-55399.00000000001,-29001.000000000022,-30870.83600000002,9978389.423,-0.0030842275254298786,10160067.167,-181677.74399999902,-1.7881549502949179
2024-05-24,1,940126.0,1880.252,25065.99999999995,-37283.0,-12217.000000000047,-14097.252000000048,9964292.171,-0.0014127782954137295,10160067.167,-195774.99599999934,-1.9269065133336816
