datetime,vt_symbol,direction,price,volume,reason,entry_price,pnl_pct,hold_days
2022-01-11 00:00:00,002371.SZSE,Long,211.22,100.0,signal_buy,211.22,0.0,0
2022-01-11 00:00:00,300014.SZSE,Long,100.59,200.0,signal_buy,100.59,0.0,0
2022-01-11 00:00:00,601633.SSE,Long,44.46,500.0,signal_buy,44.46,0.0,0
2022-01-12 00:00:00,601633.SSE,Short,42.57,500.0,stop_loss(-5.2%),44.46,-4.25,1
2022-01-13 00:00:00,002812.SZSE,Long,240.04,100.0,signal_buy,240.04,0.0,0
2022-01-18 00:00:00,002371.SZSE,Short,227.98,100.0,max_hold(5d),211.22,7.93,5
2022-01-18 00:00:00,002812.SZSE,Short,265.42,100.0,rebalance_out,240.04,10.57,3
2022-01-18 00:00:00,300015.SZSE,Long,20.25,1400.0,signal_buy,20.25,0.0,0
2022-01-18 00:00:00,600763.SSE,Long,119.77,200.0,signal_buy,119.77,0.0,0
2022-01-19 00:00:00,300014.SZSE,Short,104.13,200.0,"trailing_tp(peak_dd=-4.3%,trail=1.5%)",100.59,3.52,6
2022-01-21 00:00:00,600763.SSE,Short,113.17,200.0,stop_loss(-5.3%),119.77,-5.51,3
2022-01-25 00:00:00,002624.SZSE,Long,12.36,1900.0,signal_buy,12.36,0.0,0
2022-01-25 00:00:00,300015.SZSE,Short,19.59,1400.0,max_hold(5d),20.25,-3.26,5
2022-01-25 00:00:00,300595.SZSE,Long,40.89,600.0,signal_buy,40.89,0.0,0
2022-01-25 00:00:00,600760.SSE,Long,37.21,600.0,signal_buy,37.21,0.0,0
2022-01-26 00:00:00,002624.SZSE,Short,11.84,1900.0,stop_loss(-5.1%),12.36,-4.21,1
2022-01-27 00:00:00,300595.SZSE,Short,38.28,600.0,stop_loss(-6.3%),40.89,-6.38,2
2022-02-08 00:00:00,000860.SZSE,Long,27.09,900.0,signal_buy,27.09,0.0,0
2022-02-08 00:00:00,300558.SZSE,Long,60.63,400.0,signal_buy,60.63,0.0,0
2022-02-08 00:00:00,600760.SSE,Short,35.97,600.0,max_hold(5d),37.21,-3.33,5
2022-02-08 00:00:00,603986.SSE,Long,141.87,200.0,signal_buy,141.87,0.0,0
2022-02-14 00:00:00,000860.SZSE,Short,27.45,900.0,"trailing_tp(peak_dd=-1.7%,trail=1.5%)",27.09,1.33,4
2022-02-15 00:00:00,002371.SZSE,Long,185.34,100.0,signal_buy,185.34,0.0,0
2022-02-15 00:00:00,300408.SZSE,Long,33.33,600.0,signal_buy,33.33,0.0,0
2022-02-15 00:00:00,300558.SZSE,Short,59.03,400.0,max_hold(5d),60.63,-2.64,5
2022-02-15 00:00:00,603986.SSE,Short,138.84,200.0,max_hold(5d),141.87,-2.14,5
2022-02-22 00:00:00,002241.SZSE,Long,41.67,600.0,signal_buy,41.67,0.0,0
2022-02-22 00:00:00,002371.SZSE,Short,193.97,100.0,"trailing_tp(peak_dd=-2.6%,trail=1.5%)",185.34,4.66,5
2022-02-22 00:00:00,600011.SSE,Long,7.24,3800.0,signal_buy,7.24,0.0,0
2022-02-23 00:00:00,300408.SZSE,Short,32.31,600.0,max_hold(6d),33.33,-3.06,6
2022-02-25 00:00:00,002241.SZSE,Short,43.72,600.0,"trailing_tp(peak_dd=-2.1%,trail=1.5%)",41.67,4.92,3
2022-03-01 00:00:00,002555.SZSE,Long,17.13,1300.0,signal_buy,17.13,0.0,0
2022-03-01 00:00:00,300413.SZSE,Long,32.9,700.0,signal_buy,32.9,0.0,0
2022-03-01 00:00:00,600011.SSE,Short,8.25,3800.0,max_hold(5d),7.24,13.95,5
2022-03-01 00:00:00,688169.SSE,Long,157.22,100.0,signal_buy,157.22,0.0,0
2022-03-08 00:00:00,002555.SZSE,Short,16.59,1300.0,max_hold(5d),17.13,-3.15,5
2022-03-08 00:00:00,300413.SZSE,Short,31.59,700.0,max_hold(5d),32.9,-3.98,5
2022-03-08 00:00:00,600588.SSE,Long,27.63,1400.0,signal_buy,27.63,0.0,0
2022-03-08 00:00:00,688169.SSE,Short,142.02,100.0,stop_loss(-9.5%),157.22,-9.67,5
2022-03-10 00:00:00,600588.SSE,Short,26.71,1400.0,stop_loss(-5.9%),27.63,-3.33,2
2022-03-15 00:00:00,002414.SZSE,Long,9.55,3200.0,signal_buy,9.55,0.0,0
2022-03-15 00:00:00,600030.SSE,Long,18.41,1700.0,signal_buy,18.41,0.0,0
2022-03-15 00:00:00,600741.SSE,Long,16.92,1800.0,signal_buy,16.92,0.0,0
2022-03-16 00:00:00,002414.SZSE,Short,9.16,3200.0,stop_loss(-5.8%),9.55,-4.08,1
2022-03-22 00:00:00,000625.SZSE,Long,8.05,2000.0,signal_buy,8.05,0.0,0
2022-03-22 00:00:00,002352.SZSE,Long,44.43,400.0,signal_buy,44.43,0.0,0
2022-03-22 00:00:00,600030.SSE,Short,18.78,1700.0,"trailing_tp(peak_dd=-3.0%,trail=1.5%)",18.41,2.01,5
2022-03-22 00:00:00,600741.SSE,Short,17.91,1800.0,max_hold(5d),16.92,5.85,5
2022-03-29 00:00:00,000625.SZSE,Short,7.99,2000.0,max_hold(5d),8.05,-0.75,5
2022-03-29 00:00:00,002352.SZSE,Short,40.7,400.0,stop_loss(-8.4%),44.43,-8.4,5
2022-03-29 00:00:00,002945.SZSE,Long,14.85,2100.0,signal_buy,14.85,0.0,0
2022-03-29 00:00:00,600588.SSE,Long,22.89,1300.0,signal_buy,22.89,0.0,0
2022-04-07 00:00:00,002945.SZSE,Short,13.88,2100.0,stop_loss(-6.7%),14.85,-6.53,5
2022-04-07 00:00:00,600588.SSE,Short,22.34,1300.0,max_hold(5d),22.89,-2.4,5
2022-04-12 00:00:00,002456.SZSE,Long,6.35,3500.0,signal_buy,6.35,0.0,0
2022-04-12 00:00:00,002463.SZSE,Long,10.86,2000.0,signal_buy,10.86,0.0,0
2022-04-12 00:00:00,600161.SSE,Long,14.38,1500.0,signal_buy,14.38,0.0,0
2022-04-12 00:00:00,600588.SSE,Long,20.42,1100.0,signal_buy,20.42,0.0,0
